City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
582,Ormara,PK,82.94,overcast clouds,25.2088,64.6357,Kenara Colony House for Rent
584,Arequipa,PE,62.67,clear sky,-16.3989,-71.535,Casa de Avila Hotel
585,Acapulco,MX,84.88,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
589,Ho Chi Minh City,VN,78.82,broken clouds,10.75,106.6667,Windsor Plaza Hotel
592,Fox Lake,US,82.89,scattered clouds,42.3967,-88.1837,Waterfront Hotel & Marina
593,Tautira,PF,76.48,clear sky,-17.7333,-149.15,Pension Oaoa
594,Ndola,ZM,61.84,overcast clouds,-12.9587,28.6366,Chabanga Lodge iSpot
596,Luganville,VU,82.89,scattered clouds,-15.5333,167.1667,The Espiritu Hotel
598,Usinsk,RU,63.55,scattered clouds,65.9939,57.5281,Dobro Pozhalovaty
599,Wankaner,IN,78.33,broken clouds,22.6167,70.9333,Royal Oasis
602,Fatehpur,IN,80.62,overcast clouds,25.9333,80.8,Hotel Bombay Lodge
603,Pasighat,IN,77.05,overcast clouds,28.0667,95.3333,Siang Guest House
604,Victoria Point,AU,64.18,moderate rain,-27.5833,153.3,Bay Retreat Motel
605,Zaysan,KZ,69.03,overcast clouds,47.4667,84.8667,Ерлан үй
606,Bengkulu,ID,75.7,scattered clouds,-3.8004,102.2655,Grage Hotel Bengkulu
607,Itarema,BR,77.4,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
608,Astana,KZ,66.15,few clouds,51.1801,71.446,King Hotel Astana
609,Hvide Sande,DK,62.1,few clouds,56.0045,8.1294,Hvide Sande Hotel
611,Maicao,CO,82.58,few clouds,11.3832,-72.2432,Hotel Sancho
612,Camana,PE,60.31,broken clouds,-16.6228,-72.7111,Hostal Morales
614,Zhuanghe,CN,69.82,overcast clouds,39.7008,122.9911,Hanting Express Dalian Zhuanghe Qiansheng
615,Eureka,US,71.2,broken clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
618,Oka,CA,84.42,broken clouds,45.4649,-74.0889,Parc national d'Oka
620,Acari,PE,64.36,broken clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
621,Road Town,VG,82.49,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
623,Plouzane,FR,60.98,overcast clouds,48.3833,-4.6167,Lymina
624,Dicabisagan,PH,84.27,moderate rain,17.0818,122.4157,Nancy Montanes Bernardo
625,Hereford,GB,61.5,overcast clouds,52.0568,-2.7148,The Green Dragon Hotel
626,Buta,CD,68.5,broken clouds,2.7858,24.73,Hôtel BOPANDO
627,Hobyo,SO,74.82,scattered clouds,5.3505,48.5268,Iftin hotel hobyo
628,Nanchong,CN,78.12,scattered clouds,30.7951,106.0847,Marine Una Century Hotel
629,Eldorado,BR,70.09,broken clouds,-23.7869,-54.2836,Villa Verde Hotel
631,Wencheng,CN,78.21,broken clouds,33.0559,113.7978,Ruyi Hostel
633,Utinga,BR,77.4,clear sky,-5.8172,-35.3954,Espaço de Lazer Érica Fernandes
635,Kirakira,SB,84.67,broken clouds,-10.4544,161.9205,SanBiz Lodge
636,Jega,NG,79.65,light rain,12.2175,4.3792,ALH. Nasiru Ibrahim
637,Trairi,BR,77.32,broken clouds,-3.2778,-39.2689,janelas do mar
638,Cockburn Town,TC,82.2,clear sky,21.4612,-71.1419,Osprey Beach Hotel
640,Santa Marta,CO,80.49,broken clouds,11.2408,-74.199,Hotel La Ballena Azul
642,Atalaya,PA,75.92,overcast clouds,8.05,-80.9333,Atalaya Inn
643,Leh,IN,60.75,overcast clouds,34.1667,77.5833,Hotel Ladakh Greens
646,Teahupoo,PF,78.76,clear sky,-17.8333,-149.2667,Vanira Lodge
647,Tulsipur,NP,74.41,overcast clouds,28.131,82.2973,Ekanta Hotel Pvt. Ltd
648,Rapar,IN,80.92,overcast clouds,23.5667,70.6333,Dharamshi Bapa’s Home
649,Cocoa Beach,US,84.99,clear sky,28.32,-80.6076,La Quinta Inn by Wyndham Cocoa Beach-Port Canaveral
650,Cap Malheureux,MU,69.48,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
651,Grants,US,84.43,light rain,35.1473,-107.8514,"Motel 6 Grants, NM"
652,Pombas,CV,74.98,scattered clouds,17.1503,-25.0201,Paul Paradis
653,Bolgatanga,GH,80.02,overcast clouds,10.7856,-0.8514,Mama's Place
654,Yarmouth,US,82.65,clear sky,41.7057,-70.2286,Blue Rock Resort
655,Leshan,CN,74.79,scattered clouds,29.5623,103.7639,Leshan Haiyun International Youth Hostel
657,Davila,PH,82.38,scattered clouds,18.4726,120.5763,Blue Ridge Beach Resort
658,Kefamenanu,ID,72.93,overcast clouds,-9.4467,124.4781,Sokowindo Losmen
661,Tolmin,SI,75.22,overcast clouds,46.183,13.7332,Hotel Lucija
662,Erzin,TR,75.24,clear sky,36.9559,36.2,Artemis Otel
664,Muli,MV,81.41,light rain,2.9167,73.5667,Medhufushi Island Resort
666,Puerto Baquerizo Moreno,EC,68.99,broken clouds,-0.9,-89.6,Hotel los Algarrobos
667,Flin Flon,CA,60.64,broken clouds,54.7682,-101.865,Victoria Inn Flin Flon
668,Farafangana,MG,66.97,light rain,-22.8167,47.8333,Miarina
669,San Ignacio,BZ,82.54,scattered clouds,17.1561,-89.0714,Rainforest Haven Inn
670,Biak,ID,79.25,scattered clouds,-0.9131,122.8766,Penginapan Kim
671,Pachino,IT,78.96,clear sky,36.7186,15.0907,Il Veliero
672,Nelson Bay,AU,64.99,overcast clouds,-32.7167,152.15,Mantra Nelson Bay
674,Nantucket,US,82.51,clear sky,41.2835,-70.0995,Jared Coffin House
675,Jacareacanga,BR,77.41,few clouds,-6.2222,-57.7528,Casa do Ian😎
676,Iowa City,US,84.65,clear sky,41.6611,-91.5302,Heartland Inn
677,Robertsport,LR,76.19,light rain,6.7533,-11.3686,Kwepunha Retreat
678,Barguzin,RU,60.49,broken clouds,53.6167,109.6167,"Gostevoy Dom S.barguzin ""Vizit"""
679,Black River,JM,81.93,broken clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
680,Praia,CV,77.54,scattered clouds,14.9215,-23.5087,LT Aparthotel
683,Katobu,ID,78.57,few clouds,-4.9408,122.5276,La Ode Husein
685,Limenaria,GR,76.78,clear sky,40.6261,24.5786,Thalassies Hotel
687,Eisenerz,AT,65.08,broken clouds,47.5333,14.8833,JUFA Hotel Eisenerz
688,Banda Aceh,ID,79.86,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
689,Ilhabela,BR,67.8,scattered clouds,-23.7781,-45.3581,Ilha Flat Hotel
691,Luau,AO,63.72,scattered clouds,-10.7073,22.2247,Kimbo Hotel
692,Blyth,GB,64.08,scattered clouds,55.1271,-1.5086,Carlton house
